STYLE1,SQFT,STYLE2,BLDG_ID,sectorid,state_clas,center_x,center_y
,25079.1607086,,346,11,X1,-95.35950477926093,29.763253462331054
,36615.5893844,,389,11,X1,-95.35715700678425,29.762657955686937
UNDER 5000SF,1421.08058067,COMMERCIAL,396,11,F1,-95.3618598431317,29.76443855885777
,56052.3105041,COMMERCIAL,504,11,F1,-95.36145308268054,29.76212337829064
,18097.1151338,,547,11,X1,-95.35793317200536,29.763117513577104
,9071.95910777,COMMERCIAL,583,11,F1,-95.3600830197964,29.764361327189626
UNDER 5000SF,2739.52600693,COMMERCIAL,584,11,X1,-95.36059299999998,29.761983999999998
,5313.52885104,COMMERCIAL,634,11,F1,-95.36022760919091,29.761716344344187
,64864.0883204,COMMERCIAL,668,11,F1,-95.36030622866765,29.763648858385636
,62872.7707101,MULTIFAMILY,674,11,B1,-95.36320232519034,29.763180968033726
,32835.4346756,COMMERCIAL,701,11,F1,-95.35786986823766,29.759971686409227
,65742.83942800002,COMMERCIAL,703,11,Z5,-95.36000579350033,29.762366156988094
,14671.4222572,COMMERCIAL,733,11,F1,-95.36264814001774,29.763895823876638
,39603.1122624,,755,11,X1,-95.35891761757264,29.760498935637234
,17192.9004673,,773,11,X1,-95.35888109986868,29.76192967915976
,9210.99676171,COMMERCIAL,799,11,F1,-95.36089579419448,29.762579122209626
,5963.30457913,,861,11,X1,-95.35839318166718,29.76118594756109
,142714.424554,,957,11,X1,-95.35965633026686,29.76607258492797
,5738.71417064,,1018,11,X1,-95.36032114188718,29.765761611504328
UNDER 5000SF,4631.57391224,,1032,11,X1,-95.35873267090233,29.760757547121624
UNDER 5000SF,997.96568314,,1033,11,X1,-95.35888126225717,29.76075631105458
,26608.2489055,,1087,11,X2,-95.36422747906477,29.76377055550183
,13018.5325702,,1134,11,X1,-95.358254,29.760059499999997
,47114.9979591,,1142,11,X1,-95.35769066640133,29.762115062692086
UNDER 5000SF,4484.46927639,COMMERCIAL,1178,11,F1,-95.36096013787247,29.76405785147444
,7847.56563849,COMMERCIAL,1180,11,F1,-95.36204300101953,29.76438108864839
,63999.5596273,,1225,11,X1,-95.3569258225508,29.76160151021966
UNDER 5000SF,2081.76887266,COMMERCIAL,1332,11,F1,-95.3617466775034,29.764520540755527
,7377.7815048,,1377,11,X1,-95.35855183016606,29.763771992492373
,13386.1596741,COMMERCIAL,1386,11,X3,-95.36061260597947,29.76297037373781
,14450.7610504,COMMERCIAL,1388,11,F1,-95.36143150000001,29.764081000000004
UNDER 5000SF,4769.27311181,,101,0,X1,-95.34756298598275,29.763850120541978
,149533.569963,MULTIFAMILY,102,0,B1,-95.35243819319476,29.77299481425459
UNDER 5000SF,2055.73055346,,104,0,A1,-95.3546524841731,29.75100833890058
,6072.42746305,COMMERCIAL,105,0,F1,-95.35690600000002,29.750256
UNDER 5000SF,1161.07364751,,106,0,A1,-95.35823060524876,29.741097841625663
,7824.83927713,COMMERCIAL,108,0,F1,-95.359895,29.746948999999997
UNDER 5000SF,4141.99970077,,109,0,A1,-95.361051,29.740712000000006
UNDER 5000SF,1776.1784829,,110,0,A1,-95.36139384368198,29.739461641258085
,5530.62525318,,111,0,A1,-95.34664699999999,29.760021000000002
UNDER 5000SF,1768.93076719,,112,0,A1,-95.36238974187654,29.741418083626947
,33785.1491606,COMMERCIAL,113,0,F1,-95.34841110834236,29.769293248358913
,5893.51155898,,114,0,A1,-95.3635755,29.740756
,9955.13555287,MULTIFAMILY,115,0,B1,-95.350401,29.756597499999994
UNDER 5000SF,1998.90045663,,119,0,A1,-95.36715455641848,29.741682305607686
UNDER 5000SF,2020.4780153,,121,0,A1,-95.36765518649378,29.74198487193549
,14103.9484283,,125,0,X1,-95.35924915374932,29.744365961987175
UNDER 5000SF,1809.36078358,COMMERCIAL,127,0,F1,-95.36123027291383,29.74281987075134
UNDER 5000SF,2722.25064718,MULTIFAMILY,128,0,A1,-95.36179069436788,29.73901067161331
UNDER 5000SF,1912.60157823,,130,0,A1,-95.36422624084969,29.739796099695244
UNDER 5000SF,4870.20258986,,131,0,A1,-95.37639475646995,29.75623149510483
UNDER 5000SF,4725.77986966,COMMERCIAL,132,0,X2,-95.36469965220844,29.744883480797647
,12847.5119668,,133,0,A1,-95.3773868606499,29.75683569377736
UNDER 5000SF,3474.94831736,,134,0,A1,-95.36595650000001,29.7416885
,7179.25380642,COMMERCIAL,135,0,F1,-95.36614100000001,29.743081
UNDER 5000SF,1653.20771701,MULTIFAMILY,136,0,B1,-95.36607643292491,29.74230017363075
,6635.67747738,,137,0,A1,-95.37810475461603,29.75485647419955
UNDER 5000SF,809.84690257,,138,0,A1,-95.37838430020187,29.755910107350672
,5364.23846024,,139,0,,-95.37826695949504,29.7596597569558
UNDER 5000SF,2186.61768328,,140,0,X1,-95.36925810485764,29.766601847621306
UNDER 5000SF,1117.97787267,,141,0,A1,-95.36969052043221,29.745115318295223
UNDER 5000SF,4498.21076471,COMMERCIAL,142,0,F1,-95.37280308564321,29.76515309681088
,38922.1401048,COMMERCIAL,143,0,F1,-95.3744744978947,29.74898442314759
,29235.5758002,MULTIFAMILY,144,0,B1,-95.37427344338208,29.747574641574424
UNDER 5000SF,2185.47087945,MULTIFAMILY,145,0,B1,-95.3744318856499,29.747364668708634
,29809.4490176,MULTIFAMILY,146,0,B1,-95.37552416718866,29.7561572999911
UNDER 5000SF,3016.44707017,,147,0,X1,-95.37739478449826,29.759151745629136
UNDER 5000SF,366.353054498,,148,0,A1,-95.37790024040532,29.75497241791358
UNDER 5000SF,1383.24605994,,149,0,B2,-95.37794850000002,29.75481150000001
UNDER 5000SF,826.9164258,,150,0,A1,-95.37846979157075,29.75717858977043
UNDER 5000SF,3088.31497962,,151,0,A1,-95.37845900000002,29.756205499999997
UNDER 5000SF,785.980719445,,153,0,A1,-95.3578006226138,29.745479206069508
UNDER 5000SF,1967.55753569,,154,0,A1,-95.357786,29.7480185
UNDER 5000SF,1066.8436155,,155,0,X1,-95.359555075733,29.740052330304014
UNDER 5000SF,2250.23317533,,157,0,A1,-95.36174685054198,29.741419807729795
UNDER 5000SF,1465.27970003,,158,0,A1,-95.36338317264016,29.7400480089274
UNDER 5000SF,630.86551773,COMMERCIAL,159,0,F1,-95.36632850000001,29.744918000000002
UNDER 5000SF,1593.69694935,COMMERCIAL,164,0,F1,-95.37266790430333,29.765303255303746
,56676.1733161,COMMERCIAL,165,0,F1,-95.37332982605689,29.76655051078513
UNDER 5000SF,1935.08934906,COMMERCIAL,166,0,F1,-95.37457124629039,29.765234389695575
UNDER 5000SF,4736.53267884,,167,0,X1,-95.3488049147369,29.761919364250247
UNDER 5000SF,4321.32344762,COMMERCIAL,168,0,F1,-95.35558998870282,29.749872170151964
UNDER 5000SF,1024.56164145,,169,0,A1,-95.35555299740905,29.743808167511546
UNDER 5000SF,3062.39669081,COMMERCIAL,170,0,F1,-95.35644167211261,29.74497853411725
UNDER 5000SF,4150.04585305,,171,0,A1,-95.3561999780942,29.74438017226131
UNDER 5000SF,1255.08313392,,172,0,A1,-95.357791,29.741146999999998
UNDER 5000SF,1972.92133314,,174,0,A1,-95.36171641073119,29.74218209488012
UNDER 5000SF,2260.27768362,,175,0,A1,-95.3618553524826,29.741286368942454
UNDER 5000SF,546.747508229,,176,0,A1,-95.36400749999999,29.741084999999998
UNDER 5000SF,1734.03949201,,178,0,A1,-95.366984,29.743446
UNDER 5000SF,1769.70471697,,179,0,A1,-95.36725651508235,29.740046330561444
,30509.1674393,MULTIFAMILY,183,0,B1,-95.375662250957,29.754908531803764
UNDER 5000SF,1246.20292137,COMMERCIAL,184,0,F1,-95.37610675639303,29.76424372299643
UNDER 5000SF,4704.54751919,,185,0,X1,-95.34861747173096,29.76361161830476
,21588.3748094,MULTIFAMILY,186,0,F1,-95.35069177783569,29.756743887868776
,11108.1429812,MULTIFAMILY,187,0,X1,-95.35324498246625,29.753804629881472
UNDER 5000SF,974.696374203,,189,0,A1,-95.35641768679695,29.74432087132426
UNDER 5000SF,2133.86031946,,191,0,A1,-95.35846883177823,29.740054497768764
UNDER 5000SF,1014.49598737,COMMERCIAL,195,0,A1,-95.36101561759297,29.740440340823334
UNDER 5000SF,1874.97380821,,196,0,A1,-95.36304082386862,29.739805465716607
UNDER 5000SF,1209.48203879,,198,0,A1,-95.36641133944079,29.741991122626203
UNDER 5000SF,3514.84979079,,199,0,X3,-95.36689100000001,29.769541500000003
UNDER 5000SF,2231.17833452,,200,0,A1,-95.367172,29.741901500000008
,8772.59155788,COMMERCIAL,201,0,F1,-95.36826366870592,29.745251459185486
UNDER 5000SF,3871.95620672,,202,0,X1,-95.36959451066176,29.765527232348365
UNDER 5000SF,857.54031505,,203,0,A1,-95.36960550000002,29.745254999999997
UNDER 5000SF,3016.71410286,,204,0,A1,-95.36997584359935,29.746181631315835
UNDER 5000SF,2820.55438959,,205,0,A1,-95.36996697842159,29.744527845459253
,27186.5614819,COMMERCIAL,207,0,F1,-95.37195282990105,29.74744837512913
,5056.72312465,COMMERCIAL,208,0,F1,-95.37425825311774,29.764992551742107
,7942.40950455,COMMERCIAL,209,0,F1,-95.37561411881894,29.750394845430282
UNDER 5000SF,3652.16297518,,210,0,X1,-95.37612491414684,29.7630567783079
,22290.5226066,COMMERCIAL,211,0,F1,-95.3767555,29.749427500000007
,7603.92502324,,212,0,X1,-95.376696,29.7595295
UNDER 5000SF,3482.18377,COMMERCIAL,213,0,F1,-95.37742064952108,29.75292098108684
UNDER 5000SF,2753.0359794,COMMERCIAL,214,0,F1,-95.37718132218262,29.7530924500524
UNDER 5000SF,4732.81038175,,215,0,A1,-95.3771902239643,29.756324246462327
UNDER 5000SF,869.214123058,,216,0,A1,-95.37794874969022,29.7568620346964
UNDER 5000SF,3437.62984416,,217,0,A1,-95.378035,29.756555
,68779.9399028,MULTIFAMILY,218,0,B1,-95.37818711395387,29.752275160935685
UNDER 5000SF,3262.47252301,,219,0,X1,-95.34894999999999,29.763016
,30308.0015695,COMMERCIAL,220,0,F1,-95.35007774853125,29.772284446155314
,15352.4164852,,221,0,X2,-95.35128194715243,29.757035387005278
,13358.4682119,COMMERCIAL,222,0,F1,-95.3562145,29.747919999999997
,49152.4491485,COMMERCIAL,223,0,F1,-95.35682750000002,29.747096500000005
,19209.2141701,COMMERCIAL,224,0,F1,-95.35737863856679,29.7497457055671
UNDER 5000SF,968.379974915,,225,0,A1,-95.35755357876441,29.740987999821215
,37488.4257995,,227,0,X1,-95.35882327766268,29.768066150546044
UNDER 5000SF,1795.26251467,,229,0,A1,-95.36176801182975,29.74050983031161
UNDER 5000SF,3007.11057759,COMMERCIAL,230,0,X2,-95.36487424124434,29.745037632251627
UNDER 5000SF,958.17835781,,232,0,A1,-95.36737125409441,29.770388074181113
UNDER 5000SF,2278.35797569,,233,0,X2,-95.36973027933267,29.745707314134226
UNDER 5000SF,576.968049387,,234,0,X1,-95.3702125,29.765034
UNDER 5000SF,604.751997345,COMMERCIAL,236,0,F1,-95.3728205,29.749898500000004
UNDER 5000SF,2218.16634618,,238,0,X1,-95.37674432491396,29.759129242679638
UNDER 5000SF,3931.40819468,,239,0,X1,-95.37732453577456,29.75888474680169
,5479.60011474,,240,0,A1,-95.37764819362074,29.75606125761692
,18781.0015434,COMMERCIAL,241,0,F1,-95.37826949999999,29.757498
UNDER 5000SF,3258.38059218,,242,0,A1,-95.34603134162063,29.761059923501918
UNDER 5000SF,4371.53202932,,243,0,X1,-95.34747947251368,29.76190861247278
UNDER 5000SF,2756.52493071,,244,0,X1,-95.34903562432235,29.762805466373624
UNDER 5000SF,3594.72494854,,245,0,X1,-95.34922289864423,29.76222887107958
UNDER 5000SF,2008.84947532,,247,0,A1,-95.35620117286682,29.74639552865473
UNDER 5000SF,4810.44563598,COMMERCIAL,248,0,F1,-95.35673365459068,29.748398590268035
UNDER 5000SF,1249.94957635,,249,0,A1,-95.35772171768471,29.74092940985272
UNDER 5000SF,4063.85402065,,255,0,X3,-95.36225260458114,29.74230734145614
UNDER 5000SF,1750.01639258,,256,0,A1,-95.3624378793035,29.740567308182737
UNDER 5000SF,934.212321867,,259,0,A1,-95.36307798097356,29.741329341981718
UNDER 5000SF,935.839180792,,260,0,A1,-95.363544,29.740129000000003
UNDER 5000SF,1428.46291064,,261,0,A1,-95.3635405,29.739849999999993
UNDER 5000SF,2215.19812163,MULTIFAMILY,262,0,B1,-95.365023,29.744317499999994
UNDER 5000SF,1221.02918277,,265,0,A1,-95.36770649999998,29.770559999999996
UNDER 5000SF,2081.1818511,,266,0,A1,-95.36885,29.745161
UNDER 5000SF,369.49731624,,268,0,X1,-95.3736305,29.763103
UNDER 5000SF,781.271898163,COMMERCIAL,269,0,F1,-95.37482815461685,29.765104323043598
,7918.81985001,,270,0,A1,-95.3764975,29.756952499999997
UNDER 5000SF,4419.09424285,,271,0,X1,-95.34765752804798,29.76147838461137
UNDER 5000SF,1656.61058684,,272,0,A1,-95.34811331954022,29.756679951724134
UNDER 5000SF,1086.12063839,,273,0,A1,-95.34854344199472,29.756212639076296
,22754.391778,,274,0,Z5,-95.35079114235478,29.7534371721637
UNDER 5000SF,4409.29368368,COMMERCIAL,275,0,F1,-95.35573377588162,29.75191732700797
UNDER 5000SF,3108.44540785,,278,0,A1,-95.36205314998823,29.739355863639176
UNDER 5000SF,3657.38349265,,279,0,A1,-95.36188250000002,29.739682999999996
UNDER 5000SF,1619.6277452,,281,0,B2,-95.36250350719162,29.741855831046976
UNDER 5000SF,991.342843831,,282,0,A1,-95.36257617499128,29.7415927341949
UNDER 5000SF,3303.72922219,,285,0,A1,-95.36481821541365,29.7432781756335
UNDER 5000SF,2059.19166549,,286,0,A1,-95.366949,29.742463500000003
UNDER 5000SF,855.24658779,,287,0,A1,-95.3672865,29.7711125
,22585.0112997,COMMERCIAL,288,0,F1,-95.36700369590177,29.742290805910734
UNDER 5000SF,1916.64034958,,289,0,A1,-95.36764133135667,29.77064598792932
UNDER 5000SF,838.785890714,,291,0,X3,-95.37149261989269,29.766284699683588
,17599.6583585,COMMERCIAL,294,0,F1,-95.37252308790347,29.747941920490334
UNDER 5000SF,4527.32625304,COMMERCIAL,296,0,F1,-95.37404599999999,29.749992499999998
UNDER 5000SF,978.209887809,,297,0,X1,-95.3764135,29.763125499999997
UNDER 5000SF,989.742665481,,298,0,X1,-95.376351,29.751902
,12183.7376208,MULTIFAMILY,299,0,Z4,-95.37733600679312,29.753736579907958
UNDER 5000SF,1599.90703448,,300,0,A1,-95.37797924291604,29.755590475529264
,5431.59175797,,301,0,A1,-95.346547,29.760415000000005
UNDER 5000SF,4864.66535337,COMMERCIAL,302,0,F1,-95.3467803156286,29.75861306266235
,9121.04612809,COMMERCIAL,303,0,F1,-95.34897645471568,29.76062886363147
,13322.0415853,COMMERCIAL,304,0,F1,-95.34913689576223,29.755559860394033
UNDER 5000SF,3263.45955204,COMMERCIAL,310,0,F1,-95.3611611493074,29.742924859888006
UNDER 5000SF,3248.2770508,,311,0,A1,-95.36124216963366,29.741262869132647
UNDER 5000SF,4729.31059627,,312,0,X1,-95.34870950000003,29.7621305
UNDER 5000SF,3292.74813467,,313,0,X1,-95.3488785,29.761715000000002
UNDER 5000SF,2834.59818217,,314,0,X1,-95.349062,29.762525
UNDER 5000SF,4903.84419708,,315,0,X1,-95.34874599999998,29.763420999999997
UNDER 5000SF,3387.30613696,MULTIFAMILY,318,0,B1,-95.36561615258277,29.742849980191725
UNDER 5000SF,1174.39565721,,319,0,A1,-95.3662415,29.7418885
UNDER 5000SF,1685.72359787,COMMERCIAL,320,0,F1,-95.36667932518544,29.740760449640536
,38536.3043512,COMMERCIAL,322,0,F1,-95.35524499963964,29.750554706552908
,14729.9341013,COMMERCIAL,324,0,F1,-95.35552530629747,29.751829759402614
,25465.1803366,COMMERCIAL,327,0,F1,-95.35039149999999,29.7585335
UNDER 5000SF,678.585890902,,328,0,A1,-95.35774263953851,29.745561711256627
UNDER 5000SF,1334.43634251,,329,0,A1,-95.3578855079214,29.741026163588923
UNDER 5000SF,2847.64772628,,330,0,A1,-95.3579565,29.7414435
UNDER 5000SF,1522.8513619,COMMERCIAL,332,0,A1,-95.37284750807004,29.764906906797005
,25924.5537064,,333,0,X1,-95.37340970896149,29.750258049412473
,27951.4302526,COMMERCIAL,334,0,F1,-95.35500515054895,29.748206108032228
UNDER 5000SF,790.450821782,COMMERCIAL,335,0,F1,-95.37532395094175,29.74950636136662
UNDER 5000SF,290.286269255,,336,0,A1,-95.36422350000001,29.739888499999996
UNDER 5000SF,3217.00479001,,339,0,A1,-95.36500335589442,29.742886532083592
UNDER 5000SF,912.589919157,,340,0,X1,-95.37760600000001,29.75861799999999
UNDER 5000SF,755.742931004,,341,0,A1,-95.35814599999999,29.745328
UNDER 5000SF,2209.16978772,,342,0,B2,-95.35819132988505,29.740204990804596
,6533.09750194,,343,0,A1,-95.36622600000001,29.743774000000002
UNDER 5000SF,2105.60427325,,344,0,A1,-95.36613400509783,29.741776163405135
,5863.1083175,,345,0,A1,-95.37817749999999,29.753670999999997
,10355.5876169,,347,0,X1,-95.36070550000001,29.7451635
UNDER 5000SF,1034.78911134,,348,0,A1,-95.36713425382843,29.771039179527207
UNDER 5000SF,3220.16701946,,349,0,A1,-95.36720849999999,29.743261000000004
UNDER 5000SF,2237.97103031,,350,0,Z4,-95.36798583802646,29.74268200917999
UNDER 5000SF,2081.41827762,,351,0,A1,-95.36186649999998,29.739210500000002
UNDER 5000SF,1910.46457251,,352,0,A1,-95.36252400000002,29.739886999999996
UNDER 5000SF,3092.31680316,,353,0,A1,-95.36613315258286,29.74216486102817
UNDER 5000SF,4251.32552579,,355,0,A1,-95.36733567483405,29.741569509499957
,58730.6160193,MULTIFAMILY,356,0,B1,-95.37620404547991,29.749960823779087
,5037.34300125,,357,0,A1,-95.37679549999999,29.7566705
UNDER 5000SF,757.097831688,,359,0,A1,-95.37799544798415,29.757191748291543
,6301.41047456,,360,0,X1,-95.36978176363876,29.766031453189527
,11402.045239,,362,0,,-95.3782702116969,29.758800232792538
,8149.76664855,MULTIFAMILY,363,0,B1,-95.3740165,29.747934499999996
,8070.55250229,MULTIFAMILY,364,0,B1,-95.374876,29.748453
,16357.7757104,COMMERCIAL,365,0,F1,-95.37589918596574,29.748913543108923
,5135.10660748,,366,0,X1,-95.3766265,29.758626000000007
UNDER 5000SF,866.445615948,,367,0,A1,-95.377949,29.756725
UNDER 5000SF,776.947102539,,368,0,A1,-95.37807474724596,29.75718536093576
UNDER 5000SF,744.355108474,,369,0,A1,-95.378141749354,29.75592087080103
,5270.69312372,COMMERCIAL,370,0,F1,-95.34887770057475,29.75769010815771
,57396.3693683,,371,0,X1,-95.35049299514031,29.771523352593064
,11172.7390645,COMMERCIAL,372,0,J4,-95.35095175227592,29.772047566020692
UNDER 5000SF,795.821912548,COMMERCIAL,373,0,C2,-95.35155600000002,29.771176499999996
,57698.6239254,MULTIFAMILY,375,0,X1,-95.35384763265877,29.75413871311015
UNDER 5000SF,1856.31650335,,376,0,B2,-95.35674050000002,29.740723
,7939.38677116,COMMERCIAL,377,0,F1,-95.3568485300733,29.750679272915367
,81620.598648,MULTIFAMILY,378,0,B1,-95.34864162490001,29.758544348105925
UNDER 5000SF,726.945227841,,379,0,A1,-95.35798541970311,29.745532182186235
UNDER 5000SF,928.095853379,,380,0,A1,-95.35794349999998,29.741239999999994
,8517.17666965,,381,0,X1,-95.35986619932379,29.740390521795497
UNDER 5000SF,2316.72482865,COMMERCIAL,382,0,F1,-95.36010795379966,29.740996171632123
UNDER 5000SF,3818.47392734,,383,0,X3,-95.36199634468846,29.742274388476638
UNDER 5000SF,4268.38014349,,385,0,A1,-95.36283420989608,29.740846394418757
UNDER 5000SF,1709.45098156,,386,0,A1,-95.36361516977821,29.74025925510055
UNDER 5000SF,1597.83475429,,387,0,A1,-95.3557232160262,29.744185174130795
UNDER 5000SF,3484.56373153,COMMERCIAL,391,0,F1,-95.36677449999999,29.740644000000003
UNDER 5000SF,2402.05881178,COMMERCIAL,392,0,F1,-95.35808183519521,29.746750503663666
UNDER 5000SF,829.431277135,,395,0,F1,-95.36894294125561,29.74590395428929
UNDER 5000SF,1947.1585652,,397,0,A1,-95.3622995,29.740422999999996
UNDER 5000SF,1986.18386421,,398,0,A1,-95.362622,29.7397595
,9078.22002396,,399,0,A1,-95.36316502244878,29.740617374306556
,45828.8801246,,401,0,X1,-95.37060304678033,29.768079882814302
UNDER 5000SF,2898.24146937,COMMERCIAL,402,0,F1,-95.37191283019732,29.746155495563123
,5989.98528445,COMMERCIAL,403,0,F1,-95.37194314479585,29.74599747574639
UNDER 5000SF,1237.68245189,,405,0,B3,-95.36558884786595,29.738846022910256
,5650.56378435,,407,0,X3,-95.37321899999999,29.765586000000003
UNDER 5000SF,3692.109154,COMMERCIAL,408,0,F1,-95.37482849999998,29.765720499999993
UNDER 5000SF,939.716949794,,409,0,A1,-95.36758449999999,29.7703225
UNDER 5000SF,2930.93780393,COMMERCIAL,410,0,A1,-95.36785103902572,29.740941029069123
,30641.9618177,MULTIFAMILY,411,0,B1,-95.375154680533,29.74809545472928
,5911.71727739,COMMERCIAL,412,0,C2,-95.37550370921916,29.749280955475722
UNDER 5000SF,2812.29233667,,413,0,A1,-95.37591224561258,29.75537980304211
UNDER 5000SF,1613.5569391,,414,0,A1,-95.37626388018786,29.76452120148275
UNDER 5000SF,4679.07890939,,415,0,A1,-95.3771775,29.755307
UNDER 5000SF,980.582844131,,416,0,A1,-95.37795450000002,29.756341500000005
UNDER 5000SF,4364.23202725,COMMERCIAL,417,0,F1,-95.37018634555136,29.74502763892488
UNDER 5000SF,3791.95027951,COMMERCIAL,418,0,F1,-95.37046481171528,29.74477441196792
UNDER 5000SF,3257.68259135,,422,0,A1,-95.37535949999999,29.764858500000003
UNDER 5000SF,2200.45812924,,423,0,A1,-95.37601924719003,29.764226217316068
,5075.0439171,,424,0,A1,-95.37618974970344,29.756230685646496
,5086.62005297,,425,0,A1,-95.3764,29.756671500000007
,62848.7527458,MULTIFAMILY,426,0,B1,-95.37790953927885,29.7509983820964
UNDER 5000SF,1573.42993505,,427,0,A1,-95.3779348918879,29.75505875184588
UNDER 5000SF,926.286110374,,428,0,A1,-95.3780612915966,29.756278075541434
,17651.7297593,COMMERCIAL,429,0,F1,-95.3473672345705,29.757857837073985
UNDER 5000SF,1127.08071043,,432,0,X1,-95.3534287935354,29.751718905386035
,14790.9654914,COMMERCIAL,434,0,F1,-95.35594891363264,29.74877278757471
UNDER 5000SF,688.464583339,COMMERCIAL,435,0,A1,-95.35660350000002,29.743977000000005
UNDER 5000SF,2595.49859922,COMMERCIAL,436,0,F1,-95.35760590928497,29.744257405905373
UNDER 5000SF,1520.56756776,,437,0,A1,-95.35777200000003,29.7477605
UNDER 5000SF,984.876335686,,438,0,A1,-95.35781671904844,29.747899339817582
,6804.71491893,COMMERCIAL,439,0,F1,-95.35940701501045,29.746646659712685
UNDER 5000SF,2613.76295793,,443,0,A1,-95.36398249999999,29.738623
UNDER 5000SF,2187.04377992,,444,0,A1,-95.36482300000002,29.738569499999997
UNDER 5000SF,4715.98176712,,445,0,A1,-95.36503084284787,29.739607051458083
,22427.4839869,COMMERCIAL,446,0,F1,-95.36553308512212,29.742199595527147
UNDER 5000SF,4389.22983712,,447,0,A1,-95.3650848113019,29.743444122055973
UNDER 5000SF,1441.46092313,,448,0,B3,-95.36551374523228,29.738924354953223
UNDER 5000SF,913.076224081,,450,0,Z4,-95.36795950000003,29.742918
UNDER 5000SF,3803.38037648,,452,0,X1,-95.37618687046225,29.76329470822272
UNDER 5000SF,1316.26969073,,453,0,A1,-95.37675000000002,29.75802750000001
,7988.4568002,,454,0,A1,-95.37714696725246,29.755584910136303
UNDER 5000SF,842.97582086,,455,0,A1,-95.3782037442216,29.754939625732995
UNDER 5000SF,808.686826087,,456,0,A1,-95.37822344680697,29.756673756166006
UNDER 5000SF,1105.92863848,,457,0,A1,-95.37828049999999,29.754706000000006
UNDER 5000SF,2753.05793533,COMMERCIAL,458,0,F1,-95.34917749999998,29.760852000000003
UNDER 5000SF,1294.82613644,COMMERCIAL,459,0,F1,-95.3499815,29.756358500000005
,67836.9575719,COMMERCIAL,460,0,J5,-95.35045896343948,29.77390745722743
,10576.5264708,COMMERCIAL,461,0,F1,-95.3548835,29.752663999999996
UNDER 5000SF,1136.89497696,,462,0,A1,-95.3580885,29.740922499999996
UNDER 5000SF,1281.63012496,,463,0,A1,-95.35804799999998,29.741126000000005
UNDER 5000SF,2937.24796916,,464,0,A1,-95.3586965,29.7402535
UNDER 5000SF,3316.46266341,,465,0,A1,-95.35882814258038,29.740341614300384
,5973.28241041,COMMERCIAL,466,0,F1,-95.35960999999999,29.7464325
,11105.5046093,COMMERCIAL,470,0,F1,-95.366983,29.740364500000005
UNDER 5000SF,1934.75590438,,471,0,A1,-95.36742714914243,29.740151214168534
UNDER 5000SF,2883.78522453,COMMERCIAL,472,0,A1,-95.36776049090787,29.741054152491497
UNDER 5000SF,4850.12244253,,475,0,A1,-95.37657960588504,29.756230034505183
UNDER 5000SF,4636.33320891,,476,0,A1,-95.37756449999998,29.756321999999997
UNDER 5000SF,744.529882853,,477,0,A1,-95.37813524722932,29.75569162915601
,6358.95599659,,478,0,X1,-95.37811750257396,29.75824846069482
UNDER 5000SF,4613.2377651,,479,0,X1,-95.3480138460403,29.764324019635797
UNDER 5000SF,1321.88710438,,480,0,A1,-95.34829353233809,29.756445900228446
,47949.4028772,,481,0,F2,-95.34924797263902,29.77300526740406
UNDER 5000SF,1065.98923351,,483,0,A1,-95.35601600000001,29.744510000000002
UNDER 5000SF,827.99105379,COMMERCIAL,484,0,A1,-95.35792827014218,29.745599162717223
,31759.0984942,,488,0,X1,-95.36939074891032,29.76909584713791
UNDER 5000SF,2738.45836022,COMMERCIAL,490,0,F1,-95.3722045,29.7458255
,8475.39092729,,491,0,X1,-95.37589824834158,29.752273833929074
UNDER 5000SF,701.83123861,,492,0,A1,-95.37575285598399,29.755561684891337
UNDER 5000SF,2977.31250272,,493,0,X1,-95.37621766884375,29.75566407444088
UNDER 5000SF,2280.15649673,,494,0,A1,-95.37826860715494,29.75563447562169
UNDER 5000SF,4800.33090782,,495,0,X1,-95.34786549999998,29.7634975
UNDER 5000SF,4800.48967519,,496,0,X1,-95.34849702382584,29.763802624343462
UNDER 5000SF,2577.51996212,,497,0,X1,-95.34899954236808,29.76153103323484
,67548.0100023,COMMERCIAL,498,0,F1,-95.34988900676133,29.76818571128234
,58059.5840418,MULTIFAMILY,500,0,X1,-95.35358917536104,29.75286903255918
,24825.0191118,COMMERCIAL,501,0,F1,-95.35542506833376,29.742732042032706
UNDER 5000SF,1940.10093232,,503,0,A1,-95.36148708862316,29.741316132508377
,9059.93276687,,505,0,A1,-95.36299562194168,29.740538304981023
UNDER 5000SF,3054.76416675,,507,0,A1,-95.36498800000001,29.7435495
UNDER 5000SF,3570.64978639,COMMERCIAL,510,0,A1,-95.36757435369795,29.741162900439615
UNDER 5000SF,1687.37161164,,512,0,B3,-95.36801559561665,29.77029584333436
UNDER 5000SF,2767.57300233,,514,0,A1,-95.36981649999998,29.744716500000003
UNDER 5000SF,4032.82051348,COMMERCIAL,515,0,F1,-95.37048150000001,29.746338499999997
UNDER 5000SF,1698.92472407,,516,0,A1,-95.37077800000002,29.745115000000006
,22507.1244079,COMMERCIAL,517,0,F1,-95.37113695807885,29.74534367487141
,52019.2966129,MULTIFAMILY,519,0,X1,-95.37332407622472,29.747160428282893
UNDER 5000SF,4780.42908485,COMMERCIAL,521,0,F1,-95.3744339331362,29.765882948355564
,8169.87408461,COMMERCIAL,522,0,F1,-95.37461942671375,29.76495257457157
