BLDG_ID,SqFtCd,SqFt_est,POS_Landuse,sectorid,POS_StateClass,POS_StateClassCd,center_x,center_y
1050,,5512.593801,,0,RESIDENTIAL,A1,-95.3461,29.76056
1058,UNDER 5000SF,768.0900692,,0,RESIDENTIAL,A1,-95.3577,29.74564
1059,UNDER 5000SF,2813.365308,,0,RESIDENTIAL,A1,-95.3586,29.74154
1061,UNDER 5000SF,1848.77576,,0,RESIDENTIAL,A1,-95.3615,29.73965
1064,UNDER 5000SF,1896.210196,,0,RESIDENTIAL,A1,-95.3623,29.73987
1065,UNDER 5000SF,3284.40585,,0,RESIDENTIAL,A1,-95.3649,29.74299
1066,,5700.762831,,0,RESIDENTIAL,A1,-95.3664,29.74275
1067,UNDER 5000SF,956.7307906,,0,RESIDENTIAL,A1,-95.3673,29.7401
1068,UNDER 5000SF,618.9962738,,0,RESIDENTIAL,A1,-95.3676,29.77044
1069,UNDER 5000SF,2083.367969,,0,RESIDENTIAL,A1,-95.3687,29.74549
1073,,5786.951104,,0,RESIDENTIAL,A1,-95.3766,29.75552
1074,UNDER 5000SF,916.3643609,,0,RESIDENTIAL,A1,-95.3768,29.75595
1075,UNDER 5000SF,4825.27918,,0,RESIDENTIAL,A1,-95.378,29.7569
1076,UNDER 5000SF,522.2622651,,0,RESIDENTIAL,A1,-95.3781,29.75554
1080,UNDER 5000SF,2662.692981,,0,RESIDENTIAL,A1,-95.3581,29.74121
1083,UNDER 5000SF,1888.298664,,0,RESIDENTIAL,A1,-95.3621,29.74015
1084,UNDER 5000SF,3336.214486,,0,RESIDENTIAL,A1,-95.3628,29.74166
1085,UNDER 5000SF,2345.994608,,0,RESIDENTIAL,A1,-95.3643,29.74053
1088,UNDER 5000SF,1962.94569,,0,RESIDENTIAL,A1,-95.3673,29.74176
1089,UNDER 5000SF,1883.464939,,0,RESIDENTIAL,A1,-95.3685,29.74566
1098,UNDER 5000SF,723.0069769,,0,RESIDENTIAL,A1,-95.3781,29.7557
1099,UNDER 5000SF,740.1009581,,0,RESIDENTIAL,A1,-95.3785,29.75374
1100,UNDER 5000SF,2749.902676,,0,RESIDENTIAL,A1,-95.3785,29.75374
1106,UNDER 5000SF,1269.918071,,0,RESIDENTIAL,A1,-95.358,29.74087
1109,UNDER 5000SF,445.0648019,COMMERCIAL,0,RESIDENTIAL,A1,-95.3646,29.74043
1111,,5668.231383,,0,RESIDENTIAL,A1,-95.3653,29.73932
1113,,7556.344667,,0,RESIDENTIAL,A1,-95.3673,29.7436
1114,UNDER 5000SF,4258.003733,,0,RESIDENTIAL,A1,-95.3674,29.74335
1115,UNDER 5000SF,3025.979664,,0,RESIDENTIAL,A1,-95.3684,29.74509
1119,UNDER 5000SF,1296.801021,,0,RESIDENTIAL,A1,-95.3757,29.75533
1122,UNDER 5000SF,1646.687735,,0,RESIDENTIAL,A1,-95.3482,29.75657
1128,UNDER 5000SF,1159.780838,,0,RESIDENTIAL,A1,-95.356,29.74314
1131,UNDER 5000SF,1771.453534,COMMERCIAL,0,RESIDENTIAL,A1,-95.3578,29.7457
1135,UNDER 5000SF,3952.237648,,0,RESIDENTIAL,A1,-95.3609,29.74097
1136,UNDER 5000SF,1061.295659,,0,RESIDENTIAL,A1,-95.3609,29.7408
1137,UNDER 5000SF,2654.110651,,0,RESIDENTIAL,A1,-95.3612,29.74057
1138,UNDER 5000SF,1878.483904,,0,RESIDENTIAL,A1,-95.3619,29.74037
1144,UNDER 5000SF,1217.057071,,0,RESIDENTIAL,A1,-95.3578,29.74073
1145,UNDER 5000SF,3310.197932,,0,RESIDENTIAL,A1,-95.3648,29.74311
1146,UNDER 5000SF,4442.500029,,0,RESIDENTIAL,A1,-95.3652,29.74333
1150,UNDER 5000SF,3569.02934,COMMERCIAL,0,RESIDENTIAL,A1,-95.3663,29.74295
1153,UNDER 5000SF,1109.721748,,0,RESIDENTIAL,A1,-95.3612,29.74015
1154,UNDER 5000SF,986.1709264,,0,RESIDENTIAL,A1,-95.3622,29.73931
1155,UNDER 5000SF,1717.083819,,0,RESIDENTIAL,A1,-95.3684,29.7703
1157,UNDER 5000SF,988.7616018,,0,RESIDENTIAL,A1,-95.364,29.73997
1160,UNDER 5000SF,1892.564062,,0,RESIDENTIAL,A1,-95.3671,29.74355
1164,,7517.094632,COMMERCIAL,0,RESIDENTIAL,A1,-95.3777,29.75
1166,UNDER 5000SF,1801.521629,,0,RESIDENTIAL,A1,-95.3749,29.76523
1167,UNDER 5000SF,2410.180787,,0,RESIDENTIAL,A1,-95.3765,29.76452
1170,UNDER 5000SF,2169.644553,,0,RESIDENTIAL,A1,-95.378,29.75622
1171,UNDER 5000SF,938.7031294,,0,RESIDENTIAL,A1,-95.3782,29.75506
1177,UNDER 5000SF,1312.331672,,0,RESIDENTIAL,A1,-95.3574,29.74115
1181,UNDER 5000SF,1794.781967,,0,RESIDENTIAL,A1,-95.3623,29.74159
1182,UNDER 5000SF,1934.748338,,0,RESIDENTIAL,A1,-95.3622,29.74055
1183,UNDER 5000SF,835.6050674,,0,RESIDENTIAL,A1,-95.3637,29.73895
1184,UNDER 5000SF,1134.425544,,0,RESIDENTIAL,A1,-95.3641,29.73983
1189,,5162.00816,,0,RESIDENTIAL,A1,-95.3772,29.75608
1191,,5202.829587,,0,RESIDENTIAL,A1,-95.3776,29.75556
1192,UNDER 5000SF,862.1824416,,0,RESIDENTIAL,A1,-95.3779,29.75593
1193,UNDER 5000SF,973.5588294,,0,RESIDENTIAL,A1,-95.3786,29.7547
1195,UNDER 5000SF,3871.301462,,0,RESIDENTIAL,A1,-95.356,29.74471
1196,UNDER 5000SF,994.3976105,,0,RESIDENTIAL,A1,-95.3576,29.74793
1197,UNDER 5000SF,1265.244747,,0,RESIDENTIAL,A1,-95.3578,29.74077
1198,UNDER 5000SF,1736.33236,,0,RESIDENTIAL,A1,-95.358,29.74776
1199,UNDER 5000SF,1312.159517,,0,RESIDENTIAL,A1,-95.358,29.74108
1200,UNDER 5000SF,2049.090814,,0,RESIDENTIAL,A1,-95.3581,29.74543
1204,UNDER 5000SF,3857.705168,,0,RESIDENTIAL,A1,-95.3614,29.74104
1205,UNDER 5000SF,894.2347022,,0,RESIDENTIAL,A1,-95.3618,29.73955
1206,UNDER 5000SF,1793.397909,,0,RESIDENTIAL,A1,-95.3623,29.74153
1207,UNDER 5000SF,899.991137,,0,RESIDENTIAL,A1,-95.3633,29.74122
1209,UNDER 5000SF,560.4817086,,0,RESIDENTIAL,A1,-95.364,29.74124
1210,UNDER 5000SF,1887.68475,,0,RESIDENTIAL,A1,-95.3656,29.73902
1212,UNDER 5000SF,2112.356703,,0,RESIDENTIAL,A1,-95.3676,29.74176
1215,UNDER 5000SF,3519.709208,,0,RESIDENTIAL,A1,-95.3692,29.74401
1218,UNDER 5000SF,2294.582061,,0,RESIDENTIAL,A1,-95.3786,29.75563
1229,,5190.565994,,0,RESIDENTIAL,A1,-95.3614,29.74024
1231,UNDER 5000SF,1855.002613,,0,RESIDENTIAL,A1,-95.3622,29.73998
1232,,5893.401956,,0,RESIDENTIAL,A1,-95.3634,29.74066
1234,,5887.864182,,0,RESIDENTIAL,A1,-95.3661,29.74362
1235,UNDER 5000SF,3139.71093,COMMERCIAL,0,RESIDENTIAL,A1,-95.3665,29.74169
1236,UNDER 5000SF,3426.7525,,0,RESIDENTIAL,A1,-95.3669,29.74365
1237,UNDER 5000SF,1957.9235,,0,RESIDENTIAL,A1,-95.3674,29.74183
1239,UNDER 5000SF,2276.53502,,0,RESIDENTIAL,A1,-95.3674,29.74205
1241,UNDER 5000SF,1021.32419,,0,RESIDENTIAL,A1,-95.3761,29.75595
1242,,5205.77355,,0,RESIDENTIAL,A1,-95.3762,29.75667
1243,UNDER 5000SF,1975.202341,,0,RESIDENTIAL,A1,-95.3764,29.76452
1245,UNDER 5000SF,1824.404362,,0,RESIDENTIAL,A1,-95.3784,29.75357
1253,UNDER 5000SF,842.1134212,,0,RESIDENTIAL,A1,-95.3587,29.74053
1255,UNDER 5000SF,2429.548844,,0,RESIDENTIAL,A1,-95.3627,29.74099
1257,UNDER 5000SF,2030.863188,,0,RESIDENTIAL,A1,-95.3675,29.74212
1258,UNDER 5000SF,2070.855499,,0,RESIDENTIAL,A1,-95.368,29.77064
1265,UNDER 5000SF,735.5863527,,0,RESIDENTIAL,A1,-95.3758,29.75565
1267,UNDER 5000SF,1796.617271,,0,RESIDENTIAL,A1,-95.3765,29.75538
1268,UNDER 5000SF,750.3597647,,0,RESIDENTIAL,A1,-95.3783,29.75542
1269,UNDER 5000SF,874.4153863,,0,RESIDENTIAL,A1,-95.3785,29.75591
1270,UNDER 5000SF,750.3467385,,0,RESIDENTIAL,A1,-95.3786,29.7572
1271,UNDER 5000SF,1483.285848,,0,RESIDENTIAL,A1,-95.3485,29.75595
1280,UNDER 5000SF,2359.792616,,0,RESIDENTIAL,A1,-95.3572,29.74031
1285,UNDER 5000SF,1853.681318,,0,RESIDENTIAL,A1,-95.3628,29.73965
1286,,6306.91577,,0,RESIDENTIAL,A1,-95.3634,29.73849
1288,UNDER 5000SF,1954.878389,,0,RESIDENTIAL,A1,-95.3638,29.74113
1291,UNDER 5000SF,627.5926346,,0,RESIDENTIAL,A1,-95.3675,29.77044
1299,UNDER 5000SF,765.5894798,,0,RESIDENTIAL,A1,-95.3782,29.75591
1308,UNDER 5000SF,2064.8593,,0,RESIDENTIAL,A1,-95.3623,29.74186
1310,UNDER 5000SF,1956.858473,,0,RESIDENTIAL,A1,-95.364,29.74019
1322,UNDER 5000SF,694.502474,,0,RESIDENTIAL,A1,-95.3759,29.75565
1323,UNDER 5000SF,3994.702657,,0,RESIDENTIAL,A1,-95.3775,29.756
1324,UNDER 5000SF,2952.617272,,0,RESIDENTIAL,A1,-95.3775,29.75562
1325,UNDER 5000SF,866.2142336,,0,RESIDENTIAL,A1,-95.3779,29.75679
1331,UNDER 5000SF,1023.342254,,0,RESIDENTIAL,A1,-95.3562,29.74456
1333,UNDER 5000SF,2475.655076,,0,RESIDENTIAL,A1,-95.3619,29.74117
1341,UNDER 5000SF,673.786824,,0,RESIDENTIAL,A1,-95.3759,29.75574
1344,UNDER 5000SF,1210.268737,,0,RESIDENTIAL,A1,-95.3779,29.75354
1345,UNDER 5000SF,2354.080076,,0,RESIDENTIAL,A1,-95.3786,29.75532
1349,UNDER 5000SF,572.7203841,,0,RESIDENTIAL,A1,-95.3572,29.74051
1351,UNDER 5000SF,1444.43477,,0,RESIDENTIAL,A1,-95.3623,29.74085
1352,UNDER 5000SF,1825.974375,,0,RESIDENTIAL,A1,-95.3629,29.73996
1353,UNDER 5000SF,1359.790774,,0,RESIDENTIAL,A1,-95.3638,29.73955
1354,UNDER 5000SF,2405.513404,,0,RESIDENTIAL,A1,-95.3643,29.73972
1355,,11000.38392,,0,RESIDENTIAL,A1,-95.3653,29.73956
1357,UNDER 5000SF,3464.717125,,0,RESIDENTIAL,A1,-95.3693,29.74388
1363,UNDER 5000SF,1097.965675,,0,RESIDENTIAL,A1,-95.3782,29.75471
1374,UNDER 5000SF,1807.75292,,0,RESIDENTIAL,A1,-95.3565,29.74563
1375,UNDER 5000SF,1978.139713,,0,RESIDENTIAL,A1,-95.3556,29.7439
1376,UNDER 5000SF,1352.842316,,0,RESIDENTIAL,A1,-95.3577,29.7413
1380,UNDER 5000SF,3299.747199,,0,RESIDENTIAL,A1,-95.3595,29.74507
1381,UNDER 5000SF,1056.519384,,0,RESIDENTIAL,A1,-95.36,29.73947
1384,UNDER 5000SF,2652.948151,COMMERCIAL,0,RESIDENTIAL,A1,-95.3607,29.74089
1385,UNDER 5000SF,1881.327018,,0,RESIDENTIAL,A1,-95.3602,29.73953
1387,UNDER 5000SF,1738.771017,,0,RESIDENTIAL,A1,-95.3611,29.74008
1389,UNDER 5000SF,3516.967827,,0,RESIDENTIAL,A1,-95.3616,29.74149
1390,UNDER 5000SF,1821.130826,,0,RESIDENTIAL,A1,-95.3629,29.73973
1392,UNDER 5000SF,1352.519139,,0,RESIDENTIAL,A1,-95.3627,29.73955
1393,UNDER 5000SF,1988.949905,,0,RESIDENTIAL,A1,-95.3627,29.73997
1394,,5297.472549,,0,RESIDENTIAL,A1,-95.3635,29.73862
1395,UNDER 5000SF,1277.380348,,0,RESIDENTIAL,A1,-95.3639,29.73946
1398,UNDER 5000SF,1559.31382,,0,RESIDENTIAL,A1,-95.3666,29.74232
1399,UNDER 5000SF,1167.065901,,0,RESIDENTIAL,A1,-95.3663,29.74194
1400,UNDER 5000SF,1134.00112,COMMERCIAL,0,RESIDENTIAL,A1,-95.3662,29.74168
1413,UNDER 5000SF,772.867266,,0,RESIDENTIAL,A1,-95.3783,29.75494
1414,UNDER 5000SF,3135.359697,,0,RESIDENTIAL,A1,-95.3784,29.75563
609,UNDER 5000SF,423.4255059,,0,RESIDENTIAL,A3,-95.364,29.73989
123,UNDER 5000SF,1571.235171,MULTIFAMILY,1,RESIDENTIAL,B1,-95.3572,29.76646
188,,36231.89574,MULTIFAMILY,1,RESIDENTIAL,B1,-95.3539,29.76787
814,,20690.04521,MULTIFAMILY,1,RESIDENTIAL,B1,-95.3539,29.76717
816,UNDER 5000SF,1707.565865,MULTIFAMILY,1,RESIDENTIAL,B1,-95.3573,29.76676
952,UNDER 5000SF,4864.99196,MULTIFAMILY,1,RESIDENTIAL,B1,-95.3537,29.76751
431,,30034.16253,MULTIFAMILY,2,RESIDENTIAL,B1,-95.3529,29.7604
578,,13261.47593,MULTIFAMILY,2,RESIDENTIAL,B1,-95.3525,29.76029
933,UNDER 5000SF,2553.613932,MULTIFAMILY,2,RESIDENTIAL,B1,-95.3546,29.75997
1283,,59400.15393,MULTIFAMILY,2,RESIDENTIAL,B1,-95.3583,29.75804
1304,,36359.09788,MULTIFAMILY,2,RESIDENTIAL,B1,-95.3542,29.76013
1329,,43553.2184,MULTIFAMILY,2,RESIDENTIAL,B1,-95.3538,29.76075
1378,,114074.3405,MULTIFAMILY,2,RESIDENTIAL,B1,-95.3572,29.75787
757,,61766.83509,MULTIFAMILY,3,RESIDENTIAL,B1,-95.359,29.75723
640,,47635.37017,MULTIFAMILY,4,RESIDENTIAL,B1,-95.3632,29.74553
1208,,57201.64065,MULTIFAMILY,4,RESIDENTIAL,B1,-95.3643,29.7505
565,,59235.39868,MULTIFAMILY,5,RESIDENTIAL,B1,-95.3678,29.7493
1312,,58536.1593,MULTIFAMILY,5,RESIDENTIAL,B1,-95.3664,29.74954
513,,32968.12168,MULTIFAMILY,6,RESIDENTIAL,B1,-95.3676,29.75145
803,,60984.98586,MULTIFAMILY,6,RESIDENTIAL,B1,-95.3678,29.75258
1045,,14850.73618,MULTIFAMILY,6,RESIDENTIAL,B1,-95.3685,29.75204
1086,,5373.09482,MULTIFAMILY,6,RESIDENTIAL,B1,-95.3645,29.75143
1141,,5442.620497,MULTIFAMILY,6,RESIDENTIAL,B1,-95.3644,29.75159
1240,,29645.69763,MULTIFAMILY,6,RESIDENTIAL,B1,-95.3682,29.75175
441,,65464.45985,MULTIFAMILY,9,RESIDENTIAL,B1,-95.3621,29.75802
258,,55966.96569,MULTIFAMILY,10,RESIDENTIAL,B1,-95.3621,29.7614
280,,71566.05733,MULTIFAMILY,10,RESIDENTIAL,B1,-95.3627,29.76061
388,,50215.39796,MULTIFAMILY,10,RESIDENTIAL,B1,-95.3639,29.7624
674,,62872.77071,MULTIFAMILY,11,RESIDENTIAL,B1,-95.3632,29.76318
102,,149533.57,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3524,29.77299
115,,9955.135553,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3504,29.7566
136,UNDER 5000SF,1653.207717,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3661,29.7423
144,,29235.5758,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3743,29.74757
145,UNDER 5000SF,2185.470879,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3744,29.74736
146,,29809.44902,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3755,29.75616
183,,30509.16744,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3757,29.75491
218,,68779.9399,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3782,29.75228
262,UNDER 5000SF,2215.198122,MULTIFAMILY,0,RESIDENTIAL,B1,-95.365,29.74432
318,UNDER 5000SF,3387.306137,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3656,29.74285
356,,58730.61602,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3762,29.74996
363,,8149.766649,MULTIFAMILY,0,RESIDENTIAL,B1,-95.374,29.74793
364,,8070.552502,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3749,29.74845
378,,81620.59865,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3486,29.75854
411,,30641.96182,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3752,29.7481
426,,62848.75275,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3779,29.751
555,UNDER 5000SF,1582.33074,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3623,29.73919
557,,61377.76037,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3773,29.75174
560,,36266.73446,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3774,29.75423
581,UNDER 5000SF,1242.21058,MULTIFAMILY,0,RESIDENTIAL,B1,-95.359,29.74141
628,,20356.99025,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3464,29.76127
654,UNDER 5000SF,3465.663026,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3591,29.74151
656,UNDER 5000SF,302.1776776,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3622,29.73889
657,,62610.99074,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3679,29.74603
662,,52692.99997,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3734,29.76435
694,,42907.84012,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3774,29.75487
717,,34866.06271,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3782,29.7542
749,,44698.92789,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3765,29.75487
765,,34447.47986,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3756,29.75679
801,UNDER 5000SF,1630.696403,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3621,29.73896
807,,8436.978046,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3749,29.74716
902,,15966.40861,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3769,29.75228
939,,12524.13102,MULTIFAMILY,0,RESIDENTIAL,B1,-95.368,29.76879
1026,,23318.64691,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3745,29.74697
1028,UNDER 5000SF,2180.957989,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3753,29.74792
1062,UNDER 5000SF,1681.595654,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3621,29.7391
1121,,76675.71975,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3471,29.76086
1298,,97292.48267,MULTIFAMILY,0,RESIDENTIAL,B1,-95.376,29.75414
1316,UNDER 5000SF,1405.953715,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3682,29.76938
1383,,26534.8617,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3591,29.73973
1391,UNDER 5000SF,3726.549134,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3624,29.73892
1411,,28983.43755,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3758,29.74764
1412,,25829.13839,MULTIFAMILY,0,RESIDENTIAL,B1,-95.3755,29.7474
149,UNDER 5000SF,1383.24606,,0,RESIDENTIAL,B2,-95.3779,29.75481
281,UNDER 5000SF,1619.627745,,0,RESIDENTIAL,B2,-95.3625,29.74186
342,UNDER 5000SF,2209.169788,,0,RESIDENTIAL,B2,-95.3582,29.7402
376,UNDER 5000SF,1856.316503,,0,RESIDENTIAL,B2,-95.3567,29.74072
776,UNDER 5000SF,3380.867934,,0,RESIDENTIAL,B2,-95.3619,29.74209
823,UNDER 5000SF,1594.98448,,0,RESIDENTIAL,B2,-95.3626,29.74193
843,UNDER 5000SF,1367.436025,,0,RESIDENTIAL,B2,-95.3627,29.74182
1040,UNDER 5000SF,3032.979685,,0,RESIDENTIAL,B2,-95.365,29.7445
1372,UNDER 5000SF,2140.984007,,0,RESIDENTIAL,B2,-95.3557,29.74437
405,UNDER 5000SF,1237.682452,,0,RESIDENTIAL,B3,-95.3656,29.73885
448,UNDER 5000SF,1441.460923,,0,RESIDENTIAL,B3,-95.3655,29.73892
512,UNDER 5000SF,1687.371612,,0,RESIDENTIAL,B3,-95.368,29.7703
607,UNDER 5000SF,1190.959053,,0,RESIDENTIAL,B3,-95.3622,29.74183
867,UNDER 5000SF,1176.506318,,0,RESIDENTIAL,B3,-95.3655,29.73901
1063,UNDER 5000SF,2165.680761,,0,RESIDENTIAL,B3,-95.362,29.74175
1404,UNDER 5000SF,1131.547454,,0,RESIDENTIAL,B3,-95.368,29.77045
705,UNDER 5000SF,1616.572244,MULTIFAMILY,0,RESIDENTIAL,B4,-95.3621,29.74166
963,UNDER 5000SF,1772.412094,MULTIFAMILY,0,RESIDENTIAL,B4,-95.3637,29.74034
1037,UNDER 5000SF,3433.675261,MULTIFAMILY,0,RESIDENTIAL,B4,-95.3639,29.74028
246,UNDER 5000SF,2162.464526,COMMERCIAL,1,VACANT,C2,-95.3541,29.76832
910,,35752.68444,COMMERCIAL,1,VACANT,C2,-95.3568,29.76736
978,UNDER 5000SF,2052.811299,,3,VACANT,C2,-95.3561,29.75558
1017,,47074.87919,COMMERCIAL,3,VACANT,C2,-95.3596,29.75651
257,UNDER 5000SF,1475.699163,COMMERCIAL,4,VACANT,C2,-95.3626,29.74587
554,UNDER 5000SF,3015.230875,COMMERCIAL,4,VACANT,C2,-95.3618,29.74756
938,,47793.70712,COMMERCIAL,6,VACANT,C2,-95.3663,29.75273
1161,,16276.83519,COMMERCIAL,6,VACANT,C2,-95.3739,29.75604
1162,,25485.67763,COMMERCIAL,6,VACANT,C2,-95.3694,29.75223
1140,,62874.82442,COMMERCIAL,10,VACANT,C2,-95.3633,29.75984
373,UNDER 5000SF,795.8219125,COMMERCIAL,0,VACANT,C2,-95.3516,29.77118
412,,5911.717277,COMMERCIAL,0,VACANT,C2,-95.3755,29.74928
542,,7933.871606,COMMERCIAL,0,VACANT,C2,-95.3663,29.74143
580,UNDER 5000SF,2129.790901,COMMERCIAL,0,VACANT,C2,-95.358,29.74703
593,UNDER 5000SF,2484.422394,COMMERCIAL,0,VACANT,C2,-95.3758,29.74849
710,,31055.34156,COMMERCIAL,0,VACANT,C2,-95.369,29.76966
951,UNDER 5000SF,795.0725323,COMMERCIAL,0,VACANT,C2,-95.3517,29.7711
1012,,5138.684734,COMMERCIAL,0,VACANT,C2,-95.356,29.74712
1105,UNDER 5000SF,2080.15379,COMMERCIAL,0,VACANT,C2,-95.3579,29.74464
120,,5670.390975,COMMERCIAL,1,COMMERCIAL,F1,-95.3548,29.76803
305,UNDER 5000SF,681.0865774,COMMERCIAL,1,COMMERCIAL,F1,-95.3537,29.76867
308,UNDER 5000SF,640.6527876,COMMERCIAL,1,COMMERCIAL,F1,-95.3565,29.76703
323,UNDER 5000SF,4612.387553,COMMERCIAL,1,COMMERCIAL,F1,-95.3552,29.76782
374,,10565.49905,COMMERCIAL,1,COMMERCIAL,F1,-95.3531,29.76836
482,,21554.28044,COMMERCIAL,1,COMMERCIAL,F1,-95.3517,29.76903
499,,14022.73876,COMMERCIAL,1,COMMERCIAL,F1,-95.353,29.76888
724,UNDER 5000SF,1648.806206,COMMERCIAL,1,COMMERCIAL,F1,-95.3508,29.76833
725,UNDER 5000SF,4428.347818,COMMERCIAL,1,COMMERCIAL,F1,-95.3523,29.76897
753,UNDER 5000SF,2578.645693,COMMERCIAL,1,COMMERCIAL,F1,-95.3575,29.76723
880,,18309.5836,COMMERCIAL,1,COMMERCIAL,F1,-95.3546,29.76717
1007,UNDER 5000SF,233.6639547,COMMERCIAL,1,COMMERCIAL,F1,-95.3537,29.76858
1057,UNDER 5000SF,337.6350317,COMMERCIAL,1,COMMERCIAL,F1,-95.3566,29.76705
1248,UNDER 5000SF,2966.472687,COMMERCIAL,1,COMMERCIAL,F1,-95.3507,29.76931
1301,,150751.6286,COMMERCIAL,1,COMMERCIAL,F1,-95.3507,29.76795
1330,,48127.20929,COMMERCIAL,1,COMMERCIAL,F1,-95.3557,29.767
306,UNDER 5000SF,2134.410164,COMMERCIAL,2,COMMERCIAL,F1,-95.3559,29.76072
326,UNDER 5000SF,3627.835514,COMMERCIAL,2,COMMERCIAL,F1,-95.3571,29.75921
528,UNDER 5000SF,2317.5609,COMMERCIAL,2,COMMERCIAL,F1,-95.3519,29.76013
598,UNDER 5000SF,2183.352779,COMMERCIAL,2,COMMERCIAL,F1,-95.352,29.76008
878,,16053.90784,COMMERCIAL,2,COMMERCIAL,F1,-95.3529,29.76134
977,UNDER 5000SF,3555.691977,COMMERCIAL,2,COMMERCIAL,F1,-95.3533,29.7614
1078,UNDER 5000SF,2593.906224,COMMERCIAL,2,COMMERCIAL,F1,-95.3553,29.75926
1133,,8629.595466,COMMERCIAL,2,COMMERCIAL,F1,-95.3528,29.7582
1250,UNDER 5000SF,973.1620318,COMMERCIAL,2,COMMERCIAL,F1,-95.3519,29.76002
1369,,27280.02941,COMMERCIAL,2,COMMERCIAL,F1,-95.3518,29.75963
173,,62017.97956,COMMERCIAL,3,COMMERCIAL,F1,-95.3608,29.75499
226,,10854.77817,COMMERCIAL,3,COMMERCIAL,F1,-95.3583,29.75698
485,,49957.35077,COMMERCIAL,3,COMMERCIAL,F1,-95.3599,29.75453
550,,44250.80341,COMMERCIAL,3,COMMERCIAL,F1,-95.3594,29.75528
840,,14040.78681,COMMERCIAL,3,COMMERCIAL,F1,-95.3614,29.75298
881,,14232.20413,COMMERCIAL,3,COMMERCIAL,F1,-95.3554,29.75537
955,,20280.17032,COMMERCIAL,3,COMMERCIAL,F1,-95.3579,29.75673
1147,,6643.598211,COMMERCIAL,3,COMMERCIAL,F1,-95.3589,29.75462
264,,19103.53048,COMMERCIAL,4,COMMERCIAL,F1,-95.3667,29.74772
316,,15023.75277,COMMERCIAL,4,COMMERCIAL,F1,-95.3643,29.74916
509,,31991.50935,COMMERCIAL,4,COMMERCIAL,F1,-95.3656,29.74912
608,UNDER 5000SF,1556.830173,COMMERCIAL,4,COMMERCIAL,F1,-95.3623,29.74626
612,,60655.10535,COMMERCIAL,4,COMMERCIAL,F1,-95.3661,29.74828
641,UNDER 5000SF,3677.519348,COMMERCIAL,4,COMMERCIAL,F1,-95.3647,29.74947
707,UNDER 5000SF,4948.907364,COMMERCIAL,4,COMMERCIAL,F1,-95.3632,29.74908
736,,134589.8394,COMMERCIAL,4,COMMERCIAL,F1,-95.3655,29.74737
865,,12492.67272,COMMERCIAL,4,COMMERCIAL,F1,-95.365,29.74671
866,,18071.90554,COMMERCIAL,4,COMMERCIAL,F1,-95.3647,29.74643
960,,7500.354338,COMMERCIAL,4,COMMERCIAL,F1,-95.3626,29.74614
1039,UNDER 5000SF,820.3684632,COMMERCIAL,4,COMMERCIAL,F1,-95.3652,29.74624
1139,,6938.532842,COMMERCIAL,4,COMMERCIAL,F1,-95.3626,29.74757
1185,,23620.52621,COMMERCIAL,4,COMMERCIAL,F1,-95.3645,29.74716
1186,UNDER 5000SF,1281.777647,COMMERCIAL,4,COMMERCIAL,F1,-95.3659,29.74778
1307,,19849.82299,COMMERCIAL,4,COMMERCIAL,F1,-95.3609,29.74845
295,,61506.71987,COMMERCIAL,5,COMMERCIAL,F1,-95.373,29.75243
361,,18532.12462,COMMERCIAL,5,COMMERCIAL,F1,-95.3695,29.75056
